mean_dwell,mean_flight,avg_mouse_speed,std_mouse_accel,delete_rate,label
134.90142459033697,76.54339247072038,0.4147688538100692,0.19615149282040129,3.265846625276664,0
112.97589129152459,119.48032038768478,0.42674347291529086,0.09652628070325239,4.042560043585965,0
106.09746921562613,68.35675616074357,0.3741962271566034,0.0243359877671101,1.7750821674869672,0
103.13137412277082,54.67922199163941,0.38142473325952736,0.07459879622393945,2.0876962986647083,0
163.96946306764661,74.3555924878366,0.35675282046879236,0.04876259068932716,2.9556172754748173,0
123.32767769129599,51.22516056444243,0.3875698018345672,0.08996806550405975,3.208306250206723,0
101.9488016331181,126.30695461272344,0.3486502775262066,0.06711445355220497,4.322544912103189,0
83.37469050086933,85.22158987511888,0.15403298761202242,0.05359069755507846,3.6968612358691235,0
142.1539973998623,84.28420702974927,0.33843517176117593,0.10494481522053556,2.0214780096325726,0
98.40467374815874,68.48403072600532,0.45571222262189154,0.13718091447842307,1.736959844637266,0
129.72251908184384,70.37294298959209,0.2823077999694041,0.15058381444204338,4.530999522495951,0
147.93840357348597,59.01956191943404,0.31907876241487854,0.1365631715701782,4.475545127122359,0
105.6247728646413,75.35852558340457,0.23936650259939715,0.060189668795966454,4.312525822394198,0
160.68720085712468,78.19974696049165,0.4503532897892024,0.1380818012523817,2.8548802453948756,0
130.8418681652524,118.45091416164922,0.34641739608900485,0.19823218279070032,0.8802548959102556,0
144.6570751312567,82.17617670595428,0.32009926495341323,0.1245880388267751,1.5124310853991072,0
113.40984336487465,88.92781428779367,0.4977894044741516,0.09408648908631763,2.6915063971068123,0
104.9472886924639,102.88505294255185,0.38287511096596843,0.09351198981164806,4.013267433113356,0
122.91232648044121,104.21612476332223,0.27979469061226475,0.10361689267011158,3.1078918468678425,0
76.09455155603644,87.4030069266144,0.3761055272179889,0.12025567283212305,3.265412866624853,0
77.53887773848757,69.48386693086603,0.315728548347323,0.07988613653891904,3.338714288333991,0
132.12152570443615,127.15464753026325,0.36745778128318385,0.13287751953613822,3.425554084233833,0
62.43686354102876,79.33715311376957,0.3560230209941026,0.24316210562426432,3.3076390352188776,0
129.04642027000838,79.13220575736892,0.23313219623804676,0.17714114072575102,4.251933032686774,0
143.7309584112914,57.26531363013153,0.49027943109360994,0.04990744686038595,4.08685709380027,0
185.71366877429935,55.23659187173279,0.29337022703972276,0.12498256825438206,2.9965243458838007,0
73.48009706801602,81.71407437015068,0.2437696286273895,0.14367962153175906,2.5805757657661967,0
166.49803215052617,60.418667691594074,0.3177938483794324,0.16067586086848348,2.269135683566045,0
126.82379803812388,112.6785688570607,0.1892516765438772,0.1292316929266152,3.7598827942484236,0
143.4546861533193,49.07623222804795,0.21795433869157235,0.1460970782808449,3.7969846732331862,0
127.5147855103763,88.6612052374244,0.2819975278421509,0.13161268485805017,3.793072473298681,0
98.56945745920896,126.64436277861891,0.39738329209117873,0.06043482513986756,4.15655360863383,0
90.75954989318035,99.6771150935613,0.4658595579007404,0.07896588408241448,4.463376129244322,0
132.38342780809495,100.55150399986225,0.5396792982653947,0.10773059419985648,2.7462638356425106,0
93.3145671112343,59.60474287586405,0.34228982905858957,0.13705759874083218,3.776690799330019,0
144.8154974710807,80.32504729694767,0.49535340771573166,0.10676715833810219,6.220169166589619,0
138.7700204329502,58.57106108959294,0.24291075019388875,0.14412362076215926,3.276537214674149,0
141.42001482276277,91.83094061433862,0.3427171087343127,0.07766031409657975,1.9851527753141354,0
106.60455143798937,101.40996985808681,0.37140937441302035,0.05771306106440059,3.673180925851182,0
131.5595213918651,57.90356409497167,0.3653725105945528,0.12291043592229998,2.3570297021693767,0
130.73362081044849,94.01961315920586,0.4583051243175277,0.17269010260174514,2.122330632042909,0
91.86524880254632,92.8758816802165,0.40137859509122087,0.1457523843153024,7.352731490654721,0
137.126715320795,108.38914100451497,0.4454001763493202,0.1525695625652899,3.1847307553596544,0
142.76907661479802,60.67936963656071,0.32631813932599907,0.09573182260854482,3.5818741393863225,0
189.43975700020525,33.3183701852063,0.41862601903745134,0.03936420644051741,3.0280681342105664,0
152.66851790902098,81.60700047738656,0.24222552220706936,0.08423481453700157,4.179597748934675,0
98.0890010484859,85.41146473954937,0.35455718399038133,0.08741998261970914,5.643944089325325,0
139.01757066954033,29.371435333559823,0.36864543147694273,0.0869106767615806,4.352433334796224,0
96.22437784701899,77.13158896332753,0.4004987278980457,0.16328775970850606,2.2997035929442236,0
109.96496292477156,68.12636722097609,0.2846670767426288,0.20827271201405484,3.9049817109609557,0
82.17348136994865,102.9465486763694,0.5622156197012633,0.17162326302755734,1.9806300340459866,0
105.47297781401247,111.67277872966557,0.2792330534381219,0.1421909714073114,4.274634053429336,0
92.19208585265751,78.511866098455,0.025873265993092698,0.06878061793328549,3.2474318486068396,0
82.56650454105451,120.81028259829088,0.2069858622039367,0.0979977756651508,3.6307405772860912,0
163.23819867198347,44.103446220514016,0.46631637521549596,0.12051165305097934,2.518491348952049,0
133.86310422789813,84.97649238933676,0.2899783122841205,0.12349010424950094,3.11468640313824,0
123.40552035753744,96.55326686302617,0.5086016816145352,0.05810922505865754,5.633033374656266,0
61.437366014324944,76.20537262411041,0.40883172064845763,0.13404959338675163,2.8773004801794064,0
113.75633248928175,67.67497663352918,0.2910635243055788,0.16248010485105124,3.8570154859650474,0
99.21271214218038,102.48999688583126,0.3807299520876609,0.160643105941948,4.129628841923612,0
95.13014967233784,65.99547399507576,0.4247293605123262,0.15051851327167323,3.479098406035852,0
123.51982149926346,111.94162239471062,0.290842861116417,0.1473548690585019,3.297807347566106,0
